event_id,sport,market_type,selection,opening_line,closing_line,opening_odds,closing_odds,result,timestamp
283,MLB,moneyline,Selection_283,1.7,1.9,175,175,1,2023-05-18 07:57:26.297531688
284,NBA,over_under,Selection_284,-2.6,-3.2,-105,-105,0,2023-05-18 19:38:42.348232154
285,NFL,over_under,Selection_285,2.9,3.7,175,175,0,2023-05-19 07:19:58.398932622
286,NHL,over_under,Selection_286,3.7,5.6,-175,-185,0,2023-05-19 19:01:14.449633088
287,NFL,spread,Selection_287,-2.6,-2.6,115,105,1,2023-05-20 06:42:30.500333556
288,NFL,player_prop,Selection_288,-5.9,-3.8,100,90,1,2023-05-20 18:23:46.551034022
289,NFL,spread,Selection_289,-6.2,-6.6,100,110,0,2023-05-21 06:05:02.601734490
290,NBA,over_under,Selection_290,5.9,7.0,-150,-155,0,2023-05-21 17:46:18.652434956
291,NFL,moneyline,Selection_291,-9.5,-8.2,115,115,0,2023-05-22 05:27:34.703135424
292,NBA,over_under,Selection_292,0.7,-0.7,175,170,1,2023-05-22 17:08:50.753835890
293,NBA,player_prop,Selection_293,8.9,7.9,-105,-100,1,2023-05-23 04:50:06.804536358
294,MLB,spread,Selection_294,-9.3,-8.1,-110,-100,1,2023-05-23 16:31:22.855236824
295,NFL,over_under,Selection_295,-9.0,-5.5,100,100,0,2023-05-24 04:12:38.905937292
296,NBA,over_under,Selection_296,4.4,5.8,250,250,0,2023-05-24 15:53:54.956637758
297,NBA,spread,Selection_297,3.6,2.0,120,125,0,2023-05-25 03:35:11.007338226
298,NFL,player_prop,Selection_298,8.2,9.2,115,105,0,2023-05-25 15:16:27.058038692
299,NFL,spread,Selection_299,-5.8,-4.9,105,110,1,2023-05-26 02:57:43.108739160
300,NFL,moneyline,Selection_300,3.9,5.0,-120,-130,1,2023-05-26 14:38:59.159439626
301,NFL,over_under,Selection_301,6.7,7.7,150,160,0,2023-05-27 02:20:15.210140092
302,NBA,moneyline,Selection_302,-0.3,-0.5,175,170,1,2023-05-27 14:01:31.260840560
303,NBA,spread,Selection_303,9.5,11.9,150,150,0,2023-05-28 01:42:47.311541026
304,NBA,moneyline,Selection_304,-5.4,-6.9,110,110,0,2023-05-28 13:24:03.362241494
305,NFL,moneyline,Selection_305,-5.4,-4.6,-110,-120,0,2023-05-29 01:05:19.412941960
306,NFL,over_under,Selection_306,6.4,8.4,200,200,0,2023-05-29 12:46:35.463642428
307,NBA,over_under,Selection_307,-1.9,-3.8,-200,-200,0,2023-05-30 00:27:51.514342894
308,NHL,player_prop,Selection_308,8.5,8.3,115,125,0,2023-05-30 12:09:07.565043362
309,NHL,spread,Selection_309,0.7,2.8,200,200,0,2023-05-30 23:50:23.615743828
310,NBA,moneyline,Selection_310,7.3,7.1,-175,-175,0,2023-05-31 11:31:39.666444296
311,NBA,player_prop,Selection_311,1.2,3.0,-150,-150,0,2023-05-31 23:12:55.717144762
312,MLB,over_under,Selection_312,-9.2,-11.8,-150,-140,0,2023-06-01 10:54:11.767845230
313,NFL,spread,Selection_313,5.7,6.5,175,175,1,2023-06-01 22:35:27.818545696
314,NBA,player_prop,Selection_314,-1.5,-1.2,-120,-110,0,2023-06-02 10:16:43.869246164
315,NFL,player_prop,Selection_315,-5.7,-4.6,150,160,1,2023-06-02 21:57:59.919946630
316,NBA,moneyline,Selection_316,-6.0,-7.5,150,140,1,2023-06-03 09:39:15.970647098
317,NHL,over_under,Selection_317,-8.8,-10.0,175,175,0,2023-06-03 21:20:32.021347564
318,NBA,over_under,Selection_318,2.9,2.1,105,110,1,2023-06-04 09:01:48.072048032
319,NFL,spread,Selection_319,-3.7,-4.1,-150,-145,0,2023-06-04 20:43:04.122748498
320,MLB,moneyline,Selection_320,4.2,5.1,-130,-120,1,2023-06-05 08:24:20.173448966
321,NFL,over_under,Selection_321,-8.1,-10.0,175,180,0,2023-06-05 20:05:36.224149432
322,NHL,over_under,Selection_322,-1.3,-0.5,-115,-110,0,2023-06-06 07:46:52.274849900
323,NBA,spread,Selection_323,-2.0,-0.1,-175,-180,0,2023-06-06 19:28:08.325550366
324,NBA,spread,Selection_324,4.4,5.4,150,150,0,2023-06-07 07:09:24.376250834
325,NFL,over_under,Selection_325,8.7,7.6,175,175,0,2023-06-07 18:50:40.426951300
326,NFL,spread,Selection_326,0.3,-1.0,-110,-110,1,2023-06-08 06:31:56.477651768
327,NBA,over_under,Selection_327,7.5,7.5,105,95,0,2023-06-08 18:13:12.528352234
328,NBA,player_prop,Selection_328,-6.3,-7.2,-200,-200,0,2023-06-09 05:54:28.579052702
329,NFL,moneyline,Selection_329,-4.4,-5.4,-130,-140,1,2023-06-09 17:35:44.629753168
330,MLB,moneyline,Selection_330,6.8,7.4,-150,-160,0,2023-06-10 05:17:00.680453636
331,NFL,player_prop,Selection_331,-1.2,-0.6,130,125,1,2023-06-10 16:58:16.731154102
332,NFL,moneyline,Selection_332,9.3,11.5,100,90,0,2023-06-11 04:39:32.781854570
333,NBA,spread,Selection_333,9.6,8.1,120,130,0,2023-06-11 16:20:48.832555036
334,MLB,player_prop,Selection_334,-5.8,-6.1,-110,-110,1,2023-06-12 04:02:04.883255504
335,NBA,moneyline,Selection_335,7.3,5.6,250,250,0,2023-06-12 15:43:20.933955970
336,NFL,moneyline,Selection_336,-2.4,0.6,-150,-145,0,2023-06-13 03:24:36.984656438
337,NFL,spread,Selection_337,8.6,10.7,250,245,0,2023-06-13 15:05:53.035356904
338,NBA,moneyline,Selection_338,-2.2,-5.1,-105,-105,0,2023-06-14 02:47:09.086057372
339,NBA,over_under,Selection_339,9.6,10.6,-130,-130,1,2023-06-14 14:28:25.136757838
340,NBA,over_under,Selection_340,8.0,7.2,-130,-135,1,2023-06-15 02:09:41.187458306
341,NFL,moneyline,Selection_341,-7.6,-6.7,115,125,1,2023-06-15 13:50:57.238158772
342,NBA,spread,Selection_342,8.2,10.2,175,165,1,2023-06-16 01:32:13.288859240
343,NFL,spread,Selection_343,-3.6,-1.6,150,160,1,2023-06-16 13:13:29.339559706
344,NFL,spread,Selection_344,4.5,4.4,120,115,0,2023-06-17 00:54:45.390260172
345,NBA,player_prop,Selection_345,-3.4,-1.6,150,150,1,2023-06-17 12:36:01.440960640
346,NBA,over_under,Selection_346,-2.5,-2.8,-120,-130,0,2023-06-18 00:17:17.491661106
347,NBA,over_under,Selection_347,-8.6,-7.9,150,150,0,2023-06-18 11:58:33.542361574
348,NBA,moneyline,Selection_348,3.1,4.7,-115,-120,0,2023-06-18 23:39:49.593062040
349,NBA,moneyline,Selection_349,1.3,2.8,-110,-110,0,2023-06-19 11:21:05.643762508
350,NHL,over_under,Selection_350,-8.6,-8.9,110,115,0,2023-06-19 23:02:21.694462974
351,NFL,spread,Selection_351,0.7,-1.1,-130,-120,0,2023-06-20 10:43:37.745163442
352,NBA,spread,Selection_352,7.8,4.9,-120,-120,1,2023-06-20 22:24:53.795863908
353,NHL,player_prop,Selection_353,-8.0,-6.5,200,190,1,2023-06-21 10:06:09.846564376
354,MLB,spread,Selection_354,7.8,4.8,-115,-115,0,2023-06-21 21:47:25.897264842
355,MLB,spread,Selection_355,-2.7,-2.7,100,100,0,2023-06-22 09:28:41.947965310
356,NFL,spread,Selection_356,5.5,5.4,200,210,1,2023-06-22 21:09:57.998665776
357,NFL,player_prop,Selection_357,-9.6,-11.5,-110,-120,1,2023-06-23 08:51:14.049366244
358,NBA,over_under,Selection_358,-7.5,-8.4,250,250,0,2023-06-23 20:32:30.100066710
359,NBA,moneyline,Selection_359,1.1,2.0,200,205,0,2023-06-24 08:13:46.150767178
360,NBA,player_prop,Selection_360,7.4,4.0,-130,-130,1,2023-06-24 19:55:02.201467644
361,NFL,moneyline,Selection_361,-3.0,-2.6,175,180,0,2023-06-25 07:36:18.252168112
362,NFL,over_under,Selection_362,0.7,-0.9,115,105,1,2023-06-25 19:17:34.302868578
363,NFL,moneyline,Selection_363,-1.4,-0.6,150,155,0,2023-06-26 06:58:50.353569046
364,NFL,moneyline,Selection_364,-2.7,-1.6,105,105,0,2023-06-26 18:40:06.404269512
365,NFL,player_prop,Selection_365,-8.7,-9.5,-115,-115,1,2023-06-27 06:21:22.454969980
366,NFL,spread,Selection_366,-4.9,-3.5,-105,-105,1,2023-06-27 18:02:38.505670446
367,NBA,player_prop,Selection_367,-0.4,0.9,105,100,1,2023-06-28 05:43:54.556370914
368,NFL,moneyline,Selection_368,9.4,7.6,115,120,1,2023-06-28 17:25:10.607071380
369,NHL,moneyline,Selection_369,-7.4,-9.1,200,200,0,2023-06-29 05:06:26.657771848
370,NFL,over_under,Selection_370,-8.0,-7.1,120,120,1,2023-06-29 16:47:42.708472314
371,MLB,spread,Selection_371,0.2,1.1,115,115,1,2023-06-30 04:28:58.759172782
372,NFL,over_under,Selection_372,-8.1,-7.5,115,125,0,2023-06-30 16:10:14.809873248
373,NFL,moneyline,Selection_373,-7.0,-9.4,115,115,1,2023-07-01 03:51:30.860573716
374,MLB,spread,Selection_374,2.3,1.6,-115,-125,0,2023-07-01 15:32:46.911274182
375,NFL,spread,Selection_375,-4.1,-2.3,-120,-110,1,2023-07-02 03:14:02.961974650
376,NFL,spread,Selection_376,-0.0,0.1,120,120,1,2023-07-02 14:55:19.012675116
377,MLB,player_prop,Selection_377,-1.0,0.8,-150,-150,1,2023-07-03 02:36:35.063375584
378,NBA,moneyline,Selection_378,0.4,-1.1,-105,-105,1,2023-07-03 14:17:51.114076050
379,NBA,moneyline,Selection_379,-4.6,-2.7,-250,-240,1,2023-07-04 01:59:07.164776518
380,NBA,moneyline,Selection_380,-6.5,-6.0,-150,-155,1,2023-07-04 13:40:23.215476984
381,NBA,player_prop,Selection_381,-4.8,-4.4,175,165,1,2023-07-05 01:21:39.266177452
382,NFL,player_prop,Selection_382,8.9,10.7,110,100,0,2023-07-05 13:02:55.316877918
383,NBA,over_under,Selection_383,1.7,1.0,110,115,0,2023-07-06 00:44:11.367578386
384,NBA,moneyline,Selection_384,3.9,6.3,120,130,1,2023-07-06 12:25:27.418278852
385,NBA,spread,Selection_385,4.2,3.2,130,140,1,2023-07-07 00:06:43.468979320
386,NBA,moneyline,Selection_386,-4.5,-2.6,120,125,1,2023-07-07 11:47:59.519679786
387,NHL,over_under,Selection_387,-9.3,-9.9,175,180,0,2023-07-07 23:29:15.570380252
388,NBA,moneyline,Selection_388,2.7,2.7,-120,-115,1,2023-07-08 11:10:31.621080720
389,NFL,moneyline,Selection_389,-8.1,-6.0,-150,-160,1,2023-07-08 22:51:47.671781186
390,NBA,over_under,Selection_390,9.9,12.5,200,195,0,2023-07-09 10:33:03.722481654
391,NBA,moneyline,Selection_391,-0.5,-2.2,105,110,1,2023-07-09 22:14:19.773182120
392,NBA,player_prop,Selection_392,-0.9,2.1,-150,-150,0,2023-07-10 09:55:35.823882588
393,MLB,spread,Selection_393,4.3,4.5,-130,-130,1,2023-07-10 21:36:51.874583054
394,NFL,moneyline,Selection_394,-4.9,-3.7,120,115,1,2023-07-11 09:18:07.925283522
395,NFL,player_prop,Selection_395,-7.1,-9.7,250,240,1,2023-07-11 20:59:23.975983988
396,NBA,spread,Selection_396,-8.2,-9.2,100,95,0,2023-07-12 08:40:40.026684456
397,NFL,spread,Selection_397,-3.2,1.0,105,105,0,2023-07-12 20:21:56.077384922
398,MLB,over_under,Selection_398,6.9,4.4,115,115,1,2023-07-13 08:03:12.128085390
399,NHL,moneyline,Selection_399,5.9,4.0,-105,-115,1,2023-07-13 19:44:28.178785856
400,NFL,spread,Selection_400,5.4,7.0,-200,-205,1,2023-07-14 07:25:44.229486324
401,NFL,player_prop,Selection_401,3.3,2.4,-130,-130,0,2023-07-14 19:07:00.280186790
402,NHL,player_prop,Selection_402,-2.4,-2.2,200,190,0,2023-07-15 06:48:16.330887258
403,NBA,player_prop,Selection_403,5.4,6.5,175,175,0,2023-07-15 18:29:32.381587724
404,NBA,spread,Selection_404,3.3,6.7,105,105,0,2023-07-16 06:10:48.432288192
405,NBA,player_prop,Selection_405,2.2,4.6,-250,-255,1,2023-07-16 17:52:04.482988658
406,NBA,spread,Selection_406,6.4,9.7,105,105,1,2023-07-17 05:33:20.533689126
407,NFL,player_prop,Selection_407,7.1,8.0,-175,-175,1,2023-07-17 17:14:36.584389592
408,NFL,moneyline,Selection_408,2.4,3.1,-250,-245,0,2023-07-18 04:55:52.635090060
409,NBA,player_prop,Selection_409,4.5,5.2,250,255,1,2023-07-18 16:37:08.685790526
410,NFL,spread,Selection_410,2.9,4.3,-130,-140,0,2023-07-19 04:18:24.736490994
411,MLB,over_under,Selection_411,0.6,0.9,130,130,1,2023-07-19 15:59:40.787191460
412,NFL,spread,Selection_412,6.8,4.8,120,110,0,2023-07-20 03:40:56.837891928
413,NBA,player_prop,Selection_413,4.5,6.3,-200,-200,0,2023-07-20 15:22:12.888592394
414,NBA,player_prop,Selection_414,7.4,8.2,150,140,1,2023-07-21 03:03:28.939292862
415,NBA,player_prop,Selection_415,-9.1,-11.0,175,175,0,2023-07-21 14:44:44.989993328
416,MLB,spread,Selection_416,2.0,0.4,-120,-115,1,2023-07-22 02:26:01.040693796
417,NFL,over_under,Selection_417,-7.0,-8.9,-150,-150,0,2023-07-22 14:07:17.091394262
418,NFL,moneyline,Selection_418,2.1,0.3,175,165,0,2023-07-23 01:48:33.142094730
419,NBA,moneyline,Selection_419,5.3,4.3,-120,-120,1,2023-07-23 13:29:49.192795196
420,NFL,over_under,Selection_420,0.2,2.8,100,100,0,2023-07-24 01:11:05.243495664
421,MLB,over_under,Selection_421,8.9,10.7,250,245,0,2023-07-24 12:52:21.294196130
422,NFL,moneyline,Selection_422,-3.1,-7.4,250,250,0,2023-07-25 00:33:37.344896598
423,NHL,spread,Selection_423,-7.8,-6.3,-105,-105,0,2023-07-25 12:14:53.395597064
424,NFL,over_under,Selection_424,-5.1,-3.6,105,105,1,2023-07-25 23:56:09.446297532
425,NFL,spread,Selection_425,6.3,6.0,-175,-175,1,2023-07-26 11:37:25.496997998
426,NFL,spread,Selection_426,-5.8,-7.1,105,105,0,2023-07-26 23:18:41.547698466
427,MLB,over_under,Selection_427,-0.4,-2.2,105,110,0,2023-07-27 10:59:57.598398932
428,NBA,moneyline,Selection_428,7.7,6.2,-130,-140,1,2023-07-27 22:41:13.649099398
429,MLB,player_prop,Selection_429,8.0,8.7,175,165,1,2023-07-28 10:22:29.699799866
430,NFL,moneyline,Selection_430,-4.2,-1.6,-105,-105,0,2023-07-28 22:03:45.750500332
431,MLB,player_prop,Selection_431,4.2,3.8,-150,-150,1,2023-07-29 09:45:01.801200800
432,NBA,moneyline,Selection_432,-0.3,-0.6,-175,-170,0,2023-07-29 21:26:17.851901268
433,NFL,spread,Selection_433,3.1,4.6,130,130,0,2023-07-30 09:07:33.902601732
434,MLB,player_prop,Selection_434,-6.2,-6.3,115,125,1,2023-07-30 20:48:49.953302200
435,NHL,over_under,Selection_435,8.6,7.7,115,125,0,2023-07-31 08:30:06.004002668
436,MLB,spread,Selection_436,9.4,9.9,-115,-120,1,2023-07-31 20:11:22.054703136
437,NBA,moneyline,Selection_437,5.6,6.5,175,175,1,2023-08-01 07:52:38.105403600
438,NBA,player_prop,Selection_438,5.5,6.9,200,200,0,2023-08-01 19:33:54.156104068
439,NFL,player_prop,Selection_439,8.4,8.2,105,110,0,2023-08-02 07:15:10.206804536
440,NFL,player_prop,Selection_440,5.6,6.7,-175,-170,1,2023-08-02 18:56:26.257505004
441,NFL,moneyline,Selection_441,-8.8,-7.0,-250,-240,1,2023-08-03 06:37:42.308205468
442,MLB,over_under,Selection_442,-9.6,-8.1,-175,-185,1,2023-08-03 18:18:58.358905936
443,NFL,moneyline,Selection_443,7.6,8.2,-130,-125,0,2023-08-04 06:00:14.409606404
444,NHL,moneyline,Selection_444,1.8,-1.2,-115,-120,0,2023-08-04 17:41:30.460306872
445,NFL,player_prop,Selection_445,-3.8,-5.8,120,115,1,2023-08-05 05:22:46.511007336
446,NHL,player_prop,Selection_446,-8.0,-8.7,200,200,0,2023-08-05 17:04:02.561707804
447,NHL,moneyline,Selection_447,-0.1,-1.3,110,110,1,2023-08-06 04:45:18.612408272
448,NBA,spread,Selection_448,-4.9,-5.7,200,210,0,2023-08-06 16:26:34.663108740
449,NBA,player_prop,Selection_449,2.1,2.1,-150,-150,1,2023-08-07 04:07:50.713809204
450,NBA,spread,Selection_450,6.0,4.7,-130,-135,0,2023-08-07 15:49:06.764509672
451,NBA,over_under,Selection_451,-4.6,-2.6,115,125,1,2023-08-08 03:30:22.815210140
452,NBA,player_prop,Selection_452,6.1,6.5,-250,-250,0,2023-08-08 15:11:38.865910608
453,NBA,moneyline,Selection_453,3.1,1.9,-105,-110,0,2023-08-09 02:52:54.916611072
454,NHL,player_prop,Selection_454,-9.6,-8.9,200,200,1,2023-08-09 14:34:10.967311540
455,NBA,player_prop,Selection_455,-7.7,-8.4,-115,-120,0,2023-08-10 02:15:27.018012008
456,NFL,player_prop,Selection_456,0.1,-0.1,120,110,1,2023-08-10 13:56:43.068712476
457,NBA,player_prop,Selection_457,-4.9,-4.4,200,190,0,2023-08-11 01:37:59.119412940
458,MLB,spread,Selection_458,-8.3,-9.5,150,150,0,2023-08-11 13:19:15.170113408
459,NBA,spread,Selection_459,2.4,5.3,105,105,0,2023-08-12 01:00:31.220813876
460,NBA,spread,Selection_460,-9.3,-10.4,120,115,1,2023-08-12 12:41:47.271514344
461,NFL,moneyline,Selection_461,-7.7,-7.7,175,180,0,2023-08-13 00:23:03.322214808
462,MLB,over_under,Selection_462,0.6,-1.8,-150,-155,1,2023-08-13 12:04:19.372915276
463,NBA,player_prop,Selection_463,-5.3,-4.3,110,115,1,2023-08-13 23:45:35.423615744
464,NBA,over_under,Selection_464,-4.4,-4.2,-105,-110,0,2023-08-14 11:26:51.474316212
465,NBA,over_under,Selection_465,8.2,7.4,-115,-110,0,2023-08-14 23:08:07.525016676
466,NBA,over_under,Selection_466,2.4,3.5,-120,-125,1,2023-08-15 10:49:23.575717144
467,NHL,moneyline,Selection_467,-7.1,-7.9,-120,-130,1,2023-08-15 22:30:39.626417612
468,NBA,spread,Selection_468,-7.5,-5.5,-110,-120,1,2023-08-16 10:11:55.677118080
469,NBA,moneyline,Selection_469,-3.8,-4.0,-200,-205,1,2023-08-16 21:53:11.727818544
470,NBA,spread,Selection_470,-0.5,0.3,-115,-115,0,2023-08-17 09:34:27.778519012
471,NBA,over_under,Selection_471,2.6,1.7,-110,-110,0,2023-08-17 21:15:43.829219480
472,MLB,moneyline,Selection_472,4.9,5.4,-130,-140,0,2023-08-18 08:56:59.879919944
473,NBA,over_under,Selection_473,8.3,12.7,120,110,0,2023-08-18 20:38:15.930620412
474,MLB,over_under,Selection_474,-7.9,-3.7,-175,-175,0,2023-08-19 08:19:31.981320880
475,NBA,spread,Selection_475,1.0,3.5,200,205,1,2023-08-19 20:00:48.032021348
476,NBA,moneyline,Selection_476,-8.2,-7.3,-150,-155,1,2023-08-20 07:42:04.082721812
477,NHL,player_prop,Selection_477,6.9,7.7,120,115,1,2023-08-20 19:23:20.133422280
478,NFL,over_under,Selection_478,-9.1,-11.2,-200,-205,0,2023-08-21 07:04:36.184122748
479,NHL,player_prop,Selection_479,1.8,0.2,-130,-130,0,2023-08-21 18:45:52.234823216
480,NBA,over_under,Selection_480,-4.7,-3.6,-115,-110,0,2023-08-22 06:27:08.285523680
481,NBA,over_under,Selection_481,1.2,2.9,-110,-110,1,2023-08-22 18:08:24.336224148
482,NFL,over_under,Selection_482,-9.5,-8.9,-150,-150,1,2023-08-23 05:49:40.386924616
483,MLB,over_under,Selection_483,1.9,3.0,250,245,0,2023-08-23 17:30:56.437625084
484,NBA,spread,Selection_484,3.7,2.0,-120,-115,1,2023-08-24 05:12:12.488325548
485,NBA,player_prop,Selection_485,5.7,6.5,110,100,1,2023-08-24 16:53:28.539026016
486,NBA,over_under,Selection_486,2.4,3.8,-175,-165,0,2023-08-25 04:34:44.589726484
487,NFL,player_prop,Selection_487,6.6,3.1,130,125,1,2023-08-25 16:16:00.640426952
488,NFL,player_prop,Selection_488,9.5,8.6,-200,-210,1,2023-08-26 03:57:16.691127416
489,NFL,spread,Selection_489,6.7,7.9,200,210,1,2023-08-26 15:38:32.741827884
490,NBA,over_under,Selection_490,-8.4,-5.3,130,130,1,2023-08-27 03:19:48.792528352
491,NFL,player_prop,Selection_491,8.0,8.4,100,90,1,2023-08-27 15:01:04.843228820
492,NBA,player_prop,Selection_492,-4.7,-6.1,200,210,0,2023-08-28 02:42:20.893929284
493,NBA,moneyline,Selection_493,4.5,3.2,110,110,1,2023-08-28 14:23:36.944629752
494,MLB,over_under,Selection_494,5.6,5.3,115,115,1,2023-08-29 02:04:52.995330220
495,NFL,spread,Selection_495,4.5,6.1,-115,-110,1,2023-08-29 13:46:09.046030688
496,NBA,moneyline,Selection_496,-6.2,-7.0,200,190,1,2023-08-30 01:27:25.096731152
497,NHL,over_under,Selection_497,-5.7,-7.2,105,100,0,2023-08-30 13:08:41.147431620
498,NFL,player_prop,Selection_498,-4.5,-4.4,100,110,1,2023-08-31 00:49:57.198132088
499,NFL,spread,Selection_499,4.5,3.7,130,125,0,2023-08-31 12:31:13.248832556
500,NFL,moneyline,Selection_500,-4.8,-4.1,-105,-110,1,2023-09-01 00:12:29.299533020
501,NFL,over_under,Selection_501,-9.8,-9.2,-130,-130,0,2023-09-01 11:53:45.350233488
502,NBA,player_prop,Selection_502,-3.1,-4.3,150,145,1,2023-09-01 23:35:01.400933956
503,NFL,player_prop,Selection_503,-0.6,-0.9,250,255,0,2023-09-02 11:16:17.451634424
504,NBA,moneyline,Selection_504,3.1,1.8,-150,-145,0,2023-09-02 22:57:33.502334888
505,NHL,spread,Selection_505,-6.2,-6.1,-175,-170,0,2023-09-03 10:38:49.553035356
506,NBA,over_under,Selection_506,1.3,1.5,-115,-105,1,2023-09-03 22:20:05.603735824
507,NHL,moneyline,Selection_507,-5.8,-5.8,-110,-115,1,2023-09-04 10:01:21.654436292
508,NHL,spread,Selection_508,-8.9,-9.8,-150,-155,1,2023-09-04 21:42:37.705136756
509,NFL,spread,Selection_509,6.1,7.4,105,105,1,2023-09-05 09:23:53.755837224
510,MLB,over_under,Selection_510,8.5,9.7,-130,-125,0,2023-09-05 21:05:09.806537692
511,NFL,player_prop,Selection_511,-8.4,-7.3,-150,-150,0,2023-09-06 08:46:25.857238160
512,NFL,moneyline,Selection_512,2.5,3.9,115,120,1,2023-09-06 20:27:41.907938624
513,NFL,spread,Selection_513,0.8,0.6,200,195,0,2023-09-07 08:08:57.958639092
514,MLB,spread,Selection_514,-3.0,-4.5,175,175,0,2023-09-07 19:50:14.009339560
515,NBA,moneyline,Selection_515,3.4,0.9,115,115,1,2023-09-08 07:31:30.060040024
516,NFL,spread,Selection_516,-5.1,-4.0,-175,-165,1,2023-09-08 19:12:46.110740492
517,NFL,over_under,Selection_517,-4.5,-4.7,130,120,0,2023-09-09 06:54:02.161440960
518,NBA,spread,Selection_518,0.8,0.7,-200,-200,1,2023-09-09 18:35:18.212141428
519,MLB,over_under,Selection_519,5.4,7.5,-115,-120,1,2023-09-10 06:16:34.262841892
520,NBA,moneyline,Selection_520,-3.4,-2.1,130,130,1,2023-09-10 17:57:50.313542360
521,NHL,player_prop,Selection_521,3.5,5.1,105,95,0,2023-09-11 05:39:06.364242828
522,NFL,moneyline,Selection_522,-3.3,-2.9,115,120,1,2023-09-11 17:20:22.414943296
523,NBA,player_prop,Selection_523,2.7,2.7,130,135,0,2023-09-12 05:01:38.465643760
524,NBA,moneyline,Selection_524,3.8,4.3,-250,-250,1,2023-09-12 16:42:54.516344228
525,NFL,moneyline,Selection_525,0.2,1.1,-115,-115,0,2023-09-13 04:24:10.567044696
526,NHL,moneyline,Selection_526,5.2,6.2,-110,-110,1,2023-09-13 16:05:26.617745164
527,NBA,player_prop,Selection_527,7.2,3.9,-250,-245,0,2023-09-14 03:46:42.668445628
528,NBA,moneyline,Selection_528,-2.5,-1.6,200,210,0,2023-09-14 15:27:58.719146096
529,NBA,spread,Selection_529,-4.3,-4.4,-200,-210,1,2023-09-15 03:09:14.769846564
530,NHL,over_under,Selection_530,-9.5,-9.0,-200,-190,0,2023-09-15 14:50:30.820547032
531,NBA,player_prop,Selection_531,8.3,11.1,-150,-150,0,2023-09-16 02:31:46.871247496
532,NFL,spread,Selection_532,1.8,4.4,100,95,0,2023-09-16 14:13:02.921947964
533,MLB,moneyline,Selection_533,8.0,9.3,-110,-110,0,2023-09-17 01:54:18.972648432
534,MLB,spread,Selection_534,9.6,8.1,100,100,0,2023-09-17 13:35:35.023348900
535,NFL,spread,Selection_535,-3.6,-2.4,-250,-260,0,2023-09-18 01:16:51.074049364
536,NHL,over_under,Selection_536,-0.5,-1.3,-105,-105,0,2023-09-18 12:58:07.124749832
537,NFL,player_prop,Selection_537,-6.2,-7.1,200,205,1,2023-09-19 00:39:23.175450300
538,NHL,moneyline,Selection_538,3.1,5.3,150,150,0,2023-09-19 12:20:39.226150768
539,NBA,over_under,Selection_539,6.8,5.5,-150,-160,0,2023-09-20 00:01:55.276851232
540,NHL,moneyline,Selection_540,6.6,9.0,105,105,1,2023-09-20 11:43:11.327551700
541,NBA,moneyline,Selection_541,2.7,1.6,115,115,1,2023-09-20 23:24:27.378252168
542,NFL,moneyline,Selection_542,9.0,7.0,250,245,0,2023-09-21 11:05:43.428952636
543,NHL,spread,Selection_543,1.0,0.4,-115,-115,0,2023-09-21 22:46:59.479653100
544,NFL,moneyline,Selection_544,9.0,7.9,-200,-190,1,2023-09-22 10:28:15.530353568
545,NBA,moneyline,Selection_545,-4.5,-1.0,175,165,0,2023-09-22 22:09:31.581054036
546,NFL,over_under,Selection_546,-6.4,-5.4,130,130,1,2023-09-23 09:50:47.631754504
547,NFL,over_under,Selection_547,6.4,4.2,-105,-110,0,2023-09-23 21:32:03.682454968
548,NFL,player_prop,Selection_548,-2.9,-2.5,-250,-245,1,2023-09-24 09:13:19.733155436
549,NFL,over_under,Selection_549,6.9,10.0,-105,-95,0,2023-09-24 20:54:35.783855904
550,NBA,over_under,Selection_550,7.6,5.4,175,175,0,2023-09-25 08:35:51.834556372
551,NFL,player_prop,Selection_551,1.0,0.6,-105,-105,1,2023-09-25 20:17:07.885256836
552,NBA,player_prop,Selection_552,-8.4,-6.3,200,200,0,2023-09-26 07:58:23.935957304
553,NBA,over_under,Selection_553,7.1,8.7,-105,-105,0,2023-09-26 19:39:39.986657772
554,NFL,player_prop,Selection_554,-2.4,-1.9,-110,-105,0,2023-09-27 07:20:56.037358240
555,NBA,over_under,Selection_555,-4.5,-5.9,110,110,1,2023-09-27 19:02:12.088058704
556,NFL,moneyline,Selection_556,6.2,6.1,-150,-160,0,2023-09-28 06:43:28.138759172
557,NFL,spread,Selection_557,-1.5,-1.9,-250,-250,0,2023-09-28 18:24:44.189459640
558,NFL,spread,Selection_558,-4.1,-5.6,-120,-120,0,2023-09-29 06:06:00.240160104
559,NBA,over_under,Selection_559,4.3,4.3,150,160,1,2023-09-29 17:47:16.290860572
560,NBA,spread,Selection_560,-7.1,-4.0,150,150,0,2023-09-30 05:28:32.341561040
561,NFL,moneyline,Selection_561,0.1,0.5,-130,-140,0,2023-09-30 17:09:48.392261508
562,MLB,over_under,Selection_562,-5.4,-7.1,-175,-185,1,2023-10-01 04:51:04.442961972
563,NBA,player_prop,Selection_563,7.5,8.2,-200,-205,0,2023-10-01 16:32:20.493662440
564,MLB,moneyline,Selection_564,-0.9,-2.4,100,100,0,2023-10-02 04:13:36.544362908
565,NFL,moneyline,Selection_565,1.2,1.5,-250,-250,0,2023-10-02 15:54:52.595063376
566,MLB,moneyline,Selection_566,9.2,10.4,-105,-105,1,2023-10-03 03:36:08.645763840
