entry_id,user_id,contest_id,lineup,total_score,payout,entry_time,rank
488,89,298,"[13, 53, 89, 188, 194, 271, 403, 493]",124.4,0.0,2023-06-27 20:15:14.857428714,67
489,15,930,"[29, 123, 173, 184, 297, 323, 358, 419]",153.2,0.0,2023-06-28 05:01:06.633316658,17
490,174,606,"[100, 185, 214, 338, 342, 357, 360, 391]",190.2,283.01,2023-06-28 13:46:58.409204602,81
491,90,253,"[88, 110, 177, 292, 307, 321, 347, 475]",214.9,0.0,2023-06-28 22:32:50.185092546,64
492,213,405,"[55, 106, 158, 218, 247, 271, 376, 454]",211.5,0.0,2023-06-29 07:18:41.960980490,28
493,61,492,"[79, 88, 251, 263, 268, 322, 335, 499]",168.7,211.05,2023-06-29 16:04:33.736868434,15
494,220,357,"[17, 34, 67, 147, 163, 197, 237, 412]",235.3,689.36,2023-06-30 00:50:25.512756378,72
495,61,428,"[66, 188, 293, 337, 354, 431, 459, 493]",189.4,313.41,2023-06-30 09:36:17.288644322,61
496,166,215,"[44, 66, 136, 162, 174, 236, 405, 443]",191.0,403.2,2023-06-30 18:22:09.064532266,9
497,12,993,"[101, 108, 140, 175, 220, 312, 336, 475]",141.2,0.0,2023-07-01 03:08:00.840420210,16
498,216,380,"[27, 37, 166, 206, 229, 268, 343, 420]",195.5,0.0,2023-07-01 11:53:52.616308154,89
499,77,770,"[64, 156, 266, 293, 360, 386, 389, 484]",141.8,0.0,2023-07-01 20:39:44.392196098,50
500,232,859,"[15, 34, 95, 102, 114, 188, 390, 416]",184.3,0.0,2023-07-02 05:25:36.168084042,11
501,112,752,"[65, 302, 340, 357, 389, 398, 416, 497]",157.6,392.66,2023-07-02 14:11:27.943971986,84
502,66,827,"[26, 36, 217, 250, 299, 332, 381, 458]",180.8,0.0,2023-07-02 22:57:19.719859930,32
503,182,214,"[26, 41, 90, 126, 210, 230, 273, 429]",179.6,0.0,2023-07-03 07:43:11.495747874,94
504,204,98,"[13, 52, 140, 182, 202, 285, 307, 405]",86.5,0.0,2023-07-03 16:29:03.271635818,34
505,206,528,"[120, 123, 166, 187, 298, 304, 356, 381]",201.0,0.0,2023-07-04 01:14:55.047523762,56
506,286,916,"[29, 37, 195, 199, 294, 382, 436, 453]",156.7,116.77,2023-07-04 10:00:46.823411706,23
507,105,666,"[35, 80, 127, 176, 211, 327, 407, 455]",170.1,314.0,2023-07-04 18:46:38.599299650,9
508,242,528,"[54, 126, 214, 263, 293, 351, 408, 427]",161.4,362.27,2023-07-05 03:32:30.375187594,38
509,235,710,"[145, 194, 282, 316, 321, 330, 466, 474]",141.2,0.0,2023-07-05 12:18:22.151075538,65
510,176,620,"[78, 118, 166, 169, 224, 300, 369, 381]",130.3,0.0,2023-07-05 21:04:13.926963482,82
511,211,535,"[120, 176, 243, 299, 318, 349, 379, 409]",148.0,0.0,2023-07-06 05:50:05.702851426,46
512,31,554,"[100, 115, 298, 325, 406, 449, 459, 482]",146.5,320.03,2023-07-06 14:35:57.478739370,30
513,235,549,"[5, 46, 64, 148, 207, 289, 315, 484]",153.1,110.18,2023-07-06 23:21:49.254627314,40
514,242,328,"[87, 151, 204, 295, 370, 372, 416, 431]",134.6,184.95,2023-07-07 08:07:41.030515258,18
515,153,902,"[102, 105, 297, 370, 431, 462, 478, 498]",177.2,402.5,2023-07-07 16:53:32.806403202,18
516,196,165,"[122, 196, 271, 302, 318, 330, 427, 440]",143.5,0.0,2023-07-08 01:39:24.582291146,68
517,269,116,"[6, 83, 123, 129, 191, 197, 229, 386]",214.8,454.37,2023-07-08 10:25:16.358179090,46
518,170,150,"[82, 153, 196, 233, 276, 323, 339, 461]",211.3,499.21,2023-07-08 19:11:08.134067034,48
519,232,518,"[84, 88, 122, 221, 270, 313, 409, 426]",210.8,574.1,2023-07-09 03:56:59.909954978,66
520,184,32,"[6, 9, 113, 115, 153, 235, 334, 430]",156.1,306.91,2023-07-09 12:42:51.685842922,70
521,275,657,"[13, 24, 251, 335, 344, 368, 400, 490]",217.2,309.78,2023-07-09 21:28:43.461730866,43
522,32,806,"[13, 20, 56, 76, 237, 382, 434, 466]",181.7,473.41,2023-07-10 06:14:35.237618810,58
523,177,913,"[47, 150, 186, 244, 268, 305, 307, 365]",192.5,209.88,2023-07-10 15:00:27.013506754,16
524,65,293,"[64, 94, 157, 189, 190, 257, 367, 438]",161.1,111.28,2023-07-10 23:46:18.789394698,59
525,198,919,"[9, 26, 189, 203, 299, 353, 354, 446]",153.5,169.5,2023-07-11 08:32:10.565282642,33
526,27,689,"[104, 117, 143, 171, 392, 415, 425, 486]",183.0,423.54,2023-07-11 17:18:02.341170586,52
527,151,957,"[45, 58, 132, 156, 186, 200, 374, 411]",305.8,826.57,2023-07-12 02:03:54.117058530,45
528,268,177,"[70, 92, 187, 188, 267, 279, 364, 483]",169.5,436.1,2023-07-12 10:49:45.892946474,74
529,85,61,"[38, 55, 106, 254, 358, 362, 407, 440]",269.6,0.0,2023-07-12 19:35:37.668834418,70
530,66,589,"[44, 160, 299, 306, 321, 340, 359, 476]",223.8,0.0,2023-07-13 04:21:29.444722362,82
531,133,416,"[156, 200, 322, 367, 395, 448, 464, 492]",280.5,0.0,2023-07-13 13:07:21.220610306,85
532,82,383,"[51, 72, 116, 184, 344, 351, 435, 464]",218.4,514.66,2023-07-13 21:53:12.996498250,47
533,98,598,"[58, 167, 241, 272, 304, 350, 369, 376]",130.1,125.87,2023-07-14 06:39:04.772386194,83
534,73,703,"[66, 135, 190, 204, 242, 253, 322, 451]",162.6,348.5,2023-07-14 15:24:56.548274138,11
535,30,7,"[37, 101, 104, 245, 265, 277, 440, 489]",163.3,338.26,2023-07-15 00:10:48.324162082,92
536,125,918,"[7, 8, 26, 230, 255, 316, 424, 454]",169.1,217.0,2023-07-15 08:56:40.100050026,53
537,210,85,"[79, 89, 146, 192, 198, 234, 252, 441]",212.0,155.27,2023-07-15 17:42:31.875937970,57
538,272,774,"[82, 115, 146, 218, 222, 399, 425, 440]",271.9,0.0,2023-07-16 02:28:23.651825914,99
539,213,957,"[101, 184, 246, 277, 347, 374, 391, 457]",222.3,220.55,2023-07-16 11:14:15.427713858,93
540,133,398,"[18, 62, 138, 255, 262, 280, 346, 366]",184.0,0.0,2023-07-16 20:00:07.203601802,88
541,157,912,"[118, 219, 223, 268, 317, 339, 461, 496]",170.1,237.02,2023-07-17 04:45:58.979489746,62
542,47,771,"[69, 256, 261, 278, 322, 396, 456, 471]",189.0,0.0,2023-07-17 13:31:50.755377690,23
543,22,393,"[116, 202, 226, 260, 302, 339, 416, 436]",232.7,0.0,2023-07-17 22:17:42.531265634,76
544,83,47,"[43, 82, 210, 235, 312, 332, 417, 472]",175.9,448.02,2023-07-18 07:03:34.307153578,90
545,234,341,"[25, 32, 137, 287, 328, 459, 475, 495]",218.3,0.0,2023-07-18 15:49:26.083041522,52
546,60,498,"[22, 40, 127, 230, 274, 332, 383, 475]",153.3,0.0,2023-07-19 00:35:17.858929466,15
547,188,606,"[12, 61, 104, 123, 169, 259, 320, 478]",64.2,170.78,2023-07-19 09:21:09.634817410,51
548,58,478,"[61, 66, 339, 344, 371, 397, 410, 500]",187.4,279.46,2023-07-19 18:07:01.410705354,46
549,259,426,"[102, 108, 173, 355, 411, 446, 480, 489]",170.6,385.35,2023-07-20 02:52:53.186593298,7
550,162,426,"[17, 44, 113, 156, 231, 306, 372, 374]",244.2,0.0,2023-07-20 11:38:44.962481240,71
551,2,736,"[154, 243, 286, 322, 342, 348, 423, 438]",192.2,0.0,2023-07-20 20:24:36.738369184,8
552,271,791,"[217, 298, 322, 323, 352, 386, 405, 484]",196.9,138.83,2023-07-21 05:10:28.514257128,73
553,143,515,"[56, 78, 103, 167, 306, 316, 453, 482]",159.3,0.0,2023-07-21 13:56:20.290145072,48
554,188,129,"[103, 106, 118, 159, 275, 394, 414, 454]",185.7,0.0,2023-07-21 22:42:12.066033016,30
555,224,835,"[4, 62, 156, 161, 218, 326, 449, 453]",138.5,143.14,2023-07-22 07:28:03.841920960,57
556,180,249,"[157, 167, 224, 236, 280, 377, 434, 497]",191.0,0.0,2023-07-22 16:13:55.617808904,66
557,23,741,"[75, 83, 148, 298, 358, 369, 391, 500]",209.1,121.48,2023-07-23 00:59:47.393696848,12
558,37,839,"[20, 43, 108, 170, 214, 369, 422, 426]",202.4,0.0,2023-07-23 09:45:39.169584792,71
559,107,131,"[14, 90, 99, 114, 236, 248, 291, 455]",232.4,432.66,2023-07-23 18:31:30.945472736,90
560,297,740,"[50, 61, 77, 133, 158, 180, 238, 247]",136.7,0.0,2023-07-24 03:17:22.721360680,15
561,229,689,"[19, 66, 83, 117, 246, 275, 375, 383]",201.4,486.27,2023-07-24 12:03:14.497248624,9
562,97,323,"[16, 113, 235, 409, 467, 474, 491, 497]",218.7,476.19,2023-07-24 20:49:06.273136568,64
563,281,823,"[40, 81, 156, 179, 231, 238, 280, 467]",163.1,0.0,2023-07-25 05:34:58.049024512,31
564,110,900,"[20, 162, 179, 221, 235, 325, 332, 408]",229.3,0.0,2023-07-25 14:20:49.824912456,10
565,37,543,"[29, 92, 141, 224, 227, 241, 316, 321]",263.7,606.92,2023-07-25 23:06:41.600800400,69
566,40,66,"[97, 126, 155, 259, 262, 364, 454, 463]",160.9,215.74,2023-07-26 07:52:33.376688344,30
567,85,718,"[107, 167, 189, 198, 205, 266, 387, 408]",148.3,151.88,2023-07-26 16:38:25.152576288,85
568,188,101,"[97, 137, 199, 205, 244, 263, 264, 278]",148.2,0.0,2023-07-27 01:24:16.928464232,18
569,240,832,"[53, 83, 114, 208, 284, 332, 358, 433]",125.3,66.22,2023-07-27 10:10:08.704352176,53
570,19,31,"[40, 103, 275, 301, 313, 320, 423, 500]",248.9,476.15,2023-07-27 18:56:00.480240120,7
571,261,885,"[22, 89, 101, 225, 309, 327, 346, 497]",177.5,516.05,2023-07-28 03:41:52.256128064,53
572,158,191,"[75, 174, 218, 271, 288, 299, 380, 491]",191.7,0.0,2023-07-28 12:27:44.032016008,84
573,112,578,"[19, 21, 79, 134, 235, 296, 359, 362]",220.6,442.13,2023-07-28 21:13:35.807903952,75
574,144,415,"[27, 62, 121, 132, 217, 319, 456, 479]",233.7,0.0,2023-07-29 05:59:27.583791896,99
575,256,815,"[221, 314, 360, 420, 432, 440, 476, 491]",163.3,338.85,2023-07-29 14:45:19.359679840,40
576,18,747,"[54, 65, 206, 214, 225, 298, 344, 370]",140.7,0.0,2023-07-29 23:31:11.135567784,28
577,184,790,"[16, 116, 137, 195, 198, 280, 381, 483]",211.6,551.74,2023-07-30 08:17:02.911455728,8
578,287,714,"[38, 49, 94, 97, 103, 234, 306, 453]",205.5,576.0,2023-07-30 17:02:54.687343672,8
579,131,500,"[37, 155, 160, 178, 209, 371, 431, 449]",195.3,129.26,2023-07-31 01:48:46.463231616,55
580,281,862,"[2, 3, 16, 34, 206, 339, 419, 442]",183.2,505.71,2023-07-31 10:34:38.239119560,26
581,245,737,"[69, 73, 154, 215, 227, 336, 434, 464]",182.0,0.0,2023-07-31 19:20:30.015007504,61
582,8,595,"[7, 165, 230, 285, 305, 307, 340, 446]",147.9,0.0,2023-08-01 04:06:21.790895448,24
583,193,46,"[11, 12, 81, 143, 222, 400, 424, 465]",195.6,316.62,2023-08-01 12:52:13.566783392,89
584,7,89,"[68, 114, 164, 334, 449, 450, 464, 490]",201.0,363.31,2023-08-01 21:38:05.342671336,65
585,136,698,"[29, 99, 348, 359, 378, 413, 447, 482]",201.3,274.26,2023-08-02 06:23:57.118559280,60
586,19,375,"[69, 105, 134, 206, 373, 376, 399, 418]",163.1,241.51,2023-08-02 15:09:48.894447224,62
587,139,701,"[11, 73, 80, 135, 177, 348, 351, 400]",207.5,399.83,2023-08-02 23:55:40.670335168,8
588,177,246,"[28, 31, 41, 95, 145, 191, 307, 384]",214.6,0.0,2023-08-03 08:41:32.446223112,64
589,11,558,"[38, 90, 96, 204, 351, 369, 426, 496]",199.2,214.76,2023-08-03 17:27:24.222111056,86
590,41,257,"[39, 128, 129, 246, 267, 269, 352, 478]",207.2,414.64,2023-08-04 02:13:15.997999000,19
591,114,352,"[18, 235, 275, 314, 316, 387, 475, 497]",135.7,334.32,2023-08-04 10:59:07.773886944,66
592,180,921,"[21, 39, 46, 58, 127, 251, 265, 348]",161.7,364.2,2023-08-04 19:44:59.549774888,55
593,194,573,"[58, 82, 107, 179, 232, 372, 442, 459]",188.2,271.84,2023-08-05 04:30:51.325662832,73
594,196,105,"[16, 32, 37, 40, 76, 459, 484, 488]",195.5,548.81,2023-08-05 13:16:43.101550776,47
595,225,337,"[144, 188, 244, 284, 310, 461, 475, 485]",139.5,0.0,2023-08-05 22:02:34.877438720,33
596,261,526,"[8, 19, 37, 108, 191, 269, 282, 413]",136.1,0.0,2023-08-06 06:48:26.653326664,80
597,116,301,"[39, 86, 101, 143, 264, 329, 333, 475]",214.6,522.96,2023-08-06 15:34:18.429214608,48
598,150,77,"[50, 85, 109, 138, 200, 217, 295, 434]",200.5,528.3,2023-08-07 00:20:10.205102552,83
599,118,511,"[35, 60, 62, 76, 102, 182, 447, 461]",201.6,459.88,2023-08-07 09:06:01.980990496,19
600,165,230,"[275, 285, 288, 362, 375, 433, 455, 456]",268.2,0.0,2023-08-07 17:51:53.756878440,93
601,252,679,"[6, 141, 176, 246, 284, 334, 433, 443]",260.1,0.0,2023-08-08 02:37:45.532766384,30
602,267,578,"[1, 122, 152, 328, 373, 379, 483, 495]",166.9,0.0,2023-08-08 11:23:37.308654328,38
603,44,32,"[38, 155, 158, 164, 190, 286, 396, 427]",191.9,449.08,2023-08-08 20:09:29.084542272,6
604,181,608,"[3, 106, 150, 223, 383, 420, 462, 465]",191.8,470.76,2023-08-09 04:55:20.860430216,5
605,77,58,"[1, 56, 63, 198, 203, 227, 288, 459]",157.6,381.39,2023-08-09 13:41:12.636318160,2
606,116,104,"[32, 94, 150, 164, 241, 286, 319, 343]",208.1,400.04,2023-08-09 22:27:04.412206104,74
607,67,312,"[3, 63, 132, 166, 225, 254, 377, 467]",185.0,0.0,2023-08-10 07:12:56.188094048,13
608,13,646,"[7, 47, 67, 152, 169, 185, 344, 449]",211.9,506.48,2023-08-10 15:58:47.963981992,76
609,92,729,"[35, 63, 129, 336, 350, 466, 467, 494]",177.2,0.0,2023-08-11 00:44:39.739869936,48
610,246,67,"[195, 259, 279, 291, 306, 345, 410, 465]",195.2,488.33,2023-08-11 09:30:31.515757880,86
611,267,978,"[19, 61, 241, 342, 378, 435, 454, 474]",187.5,453.26,2023-08-11 18:16:23.291645824,7
612,139,690,"[31, 47, 81, 118, 188, 208, 239, 286]",290.6,0.0,2023-08-12 03:02:15.067533768,59
613,244,374,"[32, 105, 141, 159, 240, 299, 304, 453]",159.2,349.36,2023-08-12 11:48:06.843421712,69
614,273,759,"[25, 36, 63, 66, 366, 387, 449, 497]",196.3,0.0,2023-08-12 20:33:58.619309656,85
615,191,806,"[99, 165, 265, 286, 292, 413, 429, 488]",155.2,0.0,2023-08-13 05:19:50.395197600,36
616,97,235,"[30, 49, 55, 191, 339, 386, 419, 470]",161.9,156.4,2023-08-13 14:05:42.171085544,65
617,205,643,"[29, 34, 183, 258, 307, 313, 320, 402]",181.3,376.31,2023-08-13 22:51:33.946973488,42
618,137,112,"[29, 37, 68, 176, 266, 351, 414, 439]",159.7,458.79,2023-08-14 07:37:25.722861432,88
619,77,389,"[20, 119, 128, 410, 411, 446, 449, 457]",107.0,0.0,2023-08-14 16:23:17.498749376,20
620,37,408,"[29, 102, 109, 156, 191, 267, 482, 496]",171.0,375.94,2023-08-15 01:09:09.274637320,89
621,286,54,"[26, 164, 250, 315, 326, 339, 417, 484]",139.9,349.32,2023-08-15 09:55:01.050525264,52
622,135,802,"[1, 132, 336, 343, 384, 388, 448, 454]",138.4,255.11,2023-08-15 18:40:52.826413208,26
623,142,239,"[83, 137, 221, 229, 272, 352, 450, 477]",177.7,177.35,2023-08-16 03:26:44.602301152,44
624,254,752,"[78, 102, 120, 271, 286, 289, 434, 454]",236.0,614.24,2023-08-16 12:12:36.378189096,92
625,48,295,"[7, 10, 195, 346, 377, 401, 427, 455]",178.0,0.0,2023-08-16 20:58:28.154077040,42
626,255,112,"[8, 84, 264, 301, 343, 384, 402, 454]",174.4,0.0,2023-08-17 05:44:19.929964984,61
627,134,88,"[115, 195, 208, 245, 306, 364, 368, 444]",132.7,391.48,2023-08-17 14:30:11.705852928,45
628,290,740,"[141, 153, 202, 277, 375, 406, 427, 493]",212.3,0.0,2023-08-17 23:16:03.481740872,94
629,208,476,"[61, 135, 265, 321, 351, 391, 416, 419]",211.0,0.0,2023-08-18 08:01:55.257628816,71
630,101,304,"[168, 215, 229, 259, 311, 313, 478, 489]",250.1,389.26,2023-08-18 16:47:47.033516760,39
631,46,305,"[44, 194, 246, 265, 275, 356, 379, 397]",230.3,0.0,2023-08-19 01:33:38.809404704,25
632,70,290,"[1, 131, 167, 308, 338, 440, 484, 489]",206.6,0.0,2023-08-19 10:19:30.585292648,90
633,136,208,"[17, 153, 167, 231, 330, 347, 431, 445]",163.7,0.0,2023-08-19 19:05:22.361180592,65
634,280,868,"[119, 156, 189, 235, 250, 284, 327, 347]",176.4,317.92,2023-08-20 03:51:14.137068536,44
635,67,903,"[59, 60, 124, 290, 395, 410, 458, 486]",158.5,0.0,2023-08-20 12:37:05.912956480,95
636,4,786,"[85, 86, 111, 145, 200, 241, 256, 387]",190.0,329.51,2023-08-20 21:22:57.688844424,90
637,224,582,"[10, 50, 159, 171, 258, 393, 394, 481]",132.5,236.19,2023-08-21 06:08:49.464732368,8
638,1,370,"[59, 121, 160, 198, 212, 251, 269, 347]",193.6,367.73,2023-08-21 14:54:41.240620312,90
639,290,220,"[11, 15, 38, 59, 122, 193, 220, 381]",161.2,234.22,2023-08-21 23:40:33.016508256,89
640,109,231,"[31, 119, 168, 191, 211, 254, 347, 360]",74.3,0.0,2023-08-22 08:26:24.792396200,4
641,265,802,"[36, 58, 145, 155, 158, 185, 304, 483]",212.6,0.0,2023-08-22 17:12:16.568284144,78
642,63,819,"[66, 237, 282, 345, 398, 432, 457, 488]",191.6,0.0,2023-08-23 01:58:08.344172088,8
643,266,873,"[31, 38, 99, 160, 219, 255, 256, 459]",210.9,0.0,2023-08-23 10:44:00.120060032,4
644,138,349,"[49, 146, 171, 197, 231, 292, 338, 342]",253.0,730.99,2023-08-23 19:29:51.895947976,97
645,44,255,"[9, 96, 219, 455, 472, 475, 482, 494]",195.7,0.0,2023-08-24 04:15:43.671835920,78
646,262,452,"[104, 213, 248, 296, 353, 376, 383, 474]",180.7,510.59,2023-08-24 13:01:35.447723864,88
647,216,142,"[76, 148, 216, 236, 342, 430, 442, 492]",129.2,0.0,2023-08-24 21:47:27.223611808,92
648,121,69,"[27, 126, 177, 228, 232, 233, 286, 374]",161.2,225.53,2023-08-25 06:33:18.999499752,78
649,152,89,"[296, 308, 322, 385, 406, 423, 443, 490]",178.6,135.08,2023-08-25 15:19:10.775387696,55
650,213,871,"[40, 111, 390, 433, 446, 451, 459, 499]",152.6,0.0,2023-08-26 00:05:02.551275640,29
651,234,136,"[54, 115, 163, 230, 328, 329, 392, 454]",138.6,0.0,2023-08-26 08:50:54.327163584,21
652,111,655,"[15, 18, 120, 129, 169, 181, 281, 393]",128.2,0.0,2023-08-26 17:36:46.103051528,47
653,222,851,"[51, 61, 116, 118, 202, 322, 326, 462]",209.8,0.0,2023-08-27 02:22:37.878939472,26
654,226,699,"[4, 73, 76, 94, 127, 393, 445, 460]",173.6,454.53,2023-08-27 11:08:29.654827416,55
655,210,523,"[36, 61, 199, 262, 264, 332, 345, 478]",176.2,0.0,2023-08-27 19:54:21.430715360,18
656,71,660,"[18, 181, 206, 281, 302, 378, 439, 444]",266.5,0.0,2023-08-28 04:40:13.206603304,59
657,89,951,"[22, 24, 38, 117, 147, 381, 423, 499]",173.5,0.0,2023-08-28 13:26:04.982491248,29
658,262,804,"[42, 69, 177, 231, 277, 397, 435, 490]",155.3,355.46,2023-08-28 22:11:56.758379192,21
659,188,850,"[31, 123, 214, 232, 257, 416, 447, 454]",115.9,0.0,2023-08-29 06:57:48.534267136,98
660,112,910,"[15, 100, 226, 239, 243, 292, 437, 463]",197.8,0.0,2023-08-29 15:43:40.310155076,78
661,239,442,"[26, 90, 252, 363, 385, 410, 447, 486]",165.6,0.0,2023-08-30 00:29:32.086043020,60
662,256,38,"[5, 67, 90, 145, 275, 311, 432, 436]",139.4,0.0,2023-08-30 09:15:23.861930964,84
663,150,857,"[24, 114, 154, 158, 191, 333, 430, 499]",152.0,277.46,2023-08-30 18:01:15.637818908,98
664,127,208,"[28, 167, 210, 247, 253, 315, 341, 373]",212.8,0.0,2023-08-31 02:47:07.413706852,20
665,274,210,"[118, 161, 196, 201, 335, 393, 458, 465]",198.7,0.0,2023-08-31 11:32:59.189594796,60
666,139,513,"[70, 205, 292, 388, 441, 456, 462, 483]",122.1,296.02,2023-08-31 20:18:50.965482740,24
667,103,360,"[105, 166, 169, 296, 329, 368, 458, 463]",231.3,152.35,2023-09-01 05:04:42.741370684,17
668,242,577,"[96, 128, 157, 182, 295, 335, 364, 411]",146.2,0.0,2023-09-01 13:50:34.517258628,66
669,117,1,"[38, 151, 250, 365, 368, 380, 452, 480]",239.6,173.83,2023-09-01 22:36:26.293146572,70
670,214,755,"[38, 47, 84, 121, 275, 377, 391, 459]",171.4,0.0,2023-09-02 07:22:18.069034516,21
671,17,981,"[14, 16, 66, 73, 101, 388, 444, 452]",222.7,175.31,2023-09-02 16:08:09.844922460,51
672,179,381,"[106, 118, 240, 314, 343, 374, 430, 463]",192.9,409.2,2023-09-03 00:54:01.620810404,21
673,224,828,"[56, 110, 184, 213, 233, 261, 283, 351]",140.5,103.14,2023-09-03 09:39:53.396698348,2
674,270,537,"[56, 80, 163, 262, 365, 397, 415, 416]",215.7,0.0,2023-09-03 18:25:45.172586292,87
675,134,859,"[4, 124, 126, 203, 281, 299, 376, 412]",166.4,448.14,2023-09-04 03:11:36.948474236,25
676,114,394,"[9, 107, 164, 239, 325, 406, 460, 480]",202.4,527.11,2023-09-04 11:57:28.724362180,11
677,132,50,"[83, 177, 178, 182, 249, 314, 449, 474]",139.7,0.0,2023-09-04 20:43:20.500250124,23
678,139,396,"[16, 181, 237, 261, 320, 459, 462, 473]",261.4,227.52,2023-09-05 05:29:12.276138068,86
679,232,860,"[16, 75, 156, 187, 260, 336, 430, 472]",175.1,240.66,2023-09-05 14:15:04.052026012,41
680,92,753,"[67, 86, 103, 121, 172, 469, 492, 500]",164.4,313.11,2023-09-05 23:00:55.827913956,49
681,267,32,"[9, 39, 100, 152, 205, 370, 373, 401]",167.5,0.0,2023-09-06 07:46:47.603801900,33
682,99,545,"[22, 86, 146, 169, 255, 419, 431, 467]",186.7,137.97,2023-09-06 16:32:39.379689844,98
683,207,712,"[34, 62, 77, 158, 328, 360, 361, 402]",150.0,359.98,2023-09-07 01:18:31.155577788,33
684,8,234,"[7, 73, 90, 96, 173, 176, 195, 481]",200.4,0.0,2023-09-07 10:04:22.931465732,46
685,93,26,"[44, 67, 85, 291, 338, 436, 452, 474]",155.4,426.47,2023-09-07 18:50:14.707353676,78
686,158,554,"[17, 63, 127, 139, 237, 269, 465, 492]",169.3,0.0,2023-09-08 03:36:06.483241620,95
687,99,434,"[19, 92, 147, 313, 322, 340, 398, 411]",186.0,264.6,2023-09-08 12:21:58.259129564,11
688,225,61,"[47, 98, 263, 323, 329, 353, 490, 496]",133.5,0.0,2023-09-08 21:07:50.035017508,43
689,208,553,"[8, 77, 169, 171, 253, 282, 410, 472]",213.4,0.0,2023-09-09 05:53:41.810905452,17
690,73,441,"[32, 55, 74, 170, 196, 233, 469, 475]",202.7,444.84,2023-09-09 14:39:33.586793396,6
691,59,130,"[101, 121, 139, 238, 278, 309, 343, 485]",161.9,268.85,2023-09-09 23:25:25.362681340,26
692,287,867,"[72, 75, 83, 85, 228, 239, 392, 398]",189.4,442.47,2023-09-10 08:11:17.138569284,73
693,64,354,"[42, 48, 160, 162, 188, 213, 232, 444]",175.5,0.0,2023-09-10 16:57:08.914457228,51
694,256,198,"[100, 146, 205, 338, 402, 457, 481, 496]",144.6,0.0,2023-09-11 01:43:00.690345172,59
695,48,799,"[38, 40, 46, 131, 372, 377, 416, 455]",176.8,0.0,2023-09-11 10:28:52.466233116,90
696,279,663,"[39, 62, 80, 157, 188, 283, 453, 480]",164.5,0.0,2023-09-11 19:14:44.242121060,19
697,198,716,"[13, 119, 188, 227, 262, 408, 417, 464]",196.1,0.0,2023-09-12 04:00:36.018009004,56
698,158,694,"[116, 126, 147, 212, 278, 286, 374, 478]",188.1,237.25,2023-09-12 12:46:27.793896948,41
699,7,371,"[67, 189, 195, 296, 299, 361, 425, 430]",195.8,174.96,2023-09-12 21:32:19.569784892,93
700,248,924,"[30, 85, 100, 208, 320, 369, 407, 435]",182.9,500.37,2023-09-13 06:18:11.345672836,71
701,232,719,"[108, 140, 337, 343, 358, 361, 382, 439]",190.3,0.0,2023-09-13 15:04:03.121560780,46
702,106,147,"[12, 34, 48, 189, 244, 251, 334, 477]",166.9,416.28,2023-09-13 23:49:54.897448724,32
703,98,716,"[212, 276, 307, 311, 322, 361, 441, 469]",185.4,0.0,2023-09-14 08:35:46.673336668,45
704,268,498,"[38, 82, 102, 116, 122, 314, 334, 460]",187.0,0.0,2023-09-14 17:21:38.449224612,34
705,60,48,"[7, 24, 126, 307, 317, 417, 422, 470]",163.9,110.71,2023-09-15 02:07:30.225112556,46
706,140,770,"[76, 116, 134, 174, 283, 322, 326, 354]",160.0,95.93,2023-09-15 10:53:22.001000500,71
707,190,651,"[12, 31, 76, 125, 308, 377, 419, 463]",151.3,0.0,2023-09-15 19:39:13.776888444,79
708,125,172,"[78, 113, 204, 213, 250, 312, 461, 464]",217.7,549.45,2023-09-16 04:25:05.552776388,55
709,163,613,"[70, 92, 114, 118, 194, 285, 405, 462]",170.4,359.53,2023-09-16 13:10:57.328664332,13
710,60,699,"[16, 50, 98, 274, 283, 336, 342, 472]",194.0,349.73,2023-09-16 21:56:49.104552276,42
711,31,896,"[6, 32, 66, 120, 150, 194, 203, 457]",194.4,0.0,2023-09-17 06:42:40.880440220,78
712,76,315,"[30, 92, 114, 165, 219, 272, 280, 341]",107.0,0.0,2023-09-17 15:28:32.656328164,18
713,243,376,"[76, 114, 233, 258, 266, 361, 415, 472]",157.2,397.31,2023-09-18 00:14:24.432216108,88
714,258,806,"[12, 43, 65, 69, 124, 197, 234, 241]",163.0,0.0,2023-09-18 09:00:16.208104052,3
715,190,921,"[22, 66, 126, 156, 178, 223, 329, 479]",132.9,0.0,2023-09-18 17:46:07.983991996,18
716,296,875,"[137, 138, 180, 225, 283, 345, 471, 477]",138.1,223.15,2023-09-19 02:31:59.759879940,60
717,177,533,"[144, 200, 211, 212, 225, 236, 295, 488]",195.1,394.66,2023-09-19 11:17:51.535767884,19
718,288,810,"[24, 67, 127, 157, 172, 304, 450, 451]",228.5,0.0,2023-09-19 20:03:43.311655828,73
719,294,420,"[21, 26, 35, 104, 212, 220, 369, 397]",219.0,0.0,2023-09-20 04:49:35.087543772,25
720,207,905,"[27, 107, 167, 183, 226, 260, 303, 372]",239.5,0.0,2023-09-20 13:35:26.863431716,50
721,215,396,"[15, 21, 74, 305, 325, 374, 474, 498]",145.6,98.39,2023-09-20 22:21:18.639319660,61
722,141,522,"[150, 196, 201, 341, 435, 439, 453, 490]",206.2,0.0,2023-09-21 07:07:10.415207604,97
723,85,187,"[119, 131, 200, 201, 211, 301, 356, 489]",149.6,0.0,2023-09-21 15:53:02.191095548,61
